transaction_id,user_id,amount,hour,device_risk_score,ip_risk_score,transaction_type,merchant_category,country,is_fraud
3879,10742,70.87,10,0.7094,0.1544,transfer,grocery,NL,1
3880,80985,11.83,14,0.2641,0.3771,purchase,electronics,FR,0
3881,51748,160.42,9,0.5549,0.5649,purchase,retail,FR,0
3882,22829,12.91,8,0.0984,0.0355,refund,retail,DE,0
3883,86648,31.67,12,0.8868,0.7683,purchase,grocery,GB,0
3884,36653,76.49,5,0.4394,0.6296,purchase,grocery,DE,1
3885,53719,13.86,14,0.0676,0.2054,purchase,grocery,DE,0
3886,75760,493.78,23,0.9018,0.5771,purchase,crypto,RU,1
3887,63783,22.86,18,0.4912,0.2127,purchase,gaming,NL,0
3888,12753,43.01,14,0.2928,0.1005,purchase,retail,NL,0
3889,54655,27.13,15,0.0166,0.0225,purchase,travel,DE,0
3890,34977,112.46,12,0.2326,0.3618,purchase,crypto,DE,0
3891,89027,51.57,13,0.2123,0.1888,purchase,retail,DE,0
3892,99952,28.69,14,0.1745,0.2598,refund,retail,GB,0
3893,63459,37.96,9,0.1535,0.3817,purchase,retail,US,0
3894,87040,119.91,21,0.3569,0.4487,transfer,retail,DE,0
3895,62662,92.07,10,0.0913,0.1566,withdrawal,retail,US,0
3896,68861,16.15,14,0.1439,0.1396,purchase,travel,DE,0
3897,35037,135.54,13,0.4081,0.2051,purchase,grocery,DE,0
3898,48791,63.66,19,0.2371,0.2185,refund,retail,US,0
3899,30101,57.42,7,0.171,0.3053,purchase,grocery,CN,0
3900,76659,17.41,19,0.251,0.0133,purchase,grocery,DE,0
3901,79796,80.38,7,0.0454,0.1537,refund,travel,DE,0
3902,47309,19.94,7,0.0925,0.3207,purchase,retail,DE,0
3903,38401,128.8,19,0.2265,0.3482,purchase,retail,DE,0
3904,16566,66.69,9,0.034,0.4273,purchase,retail,FR,0
3905,33465,16.25,14,0.5319,0.5681,purchase,retail,GB,0
3906,55323,27.12,12,0.0216,0.2826,purchase,electronics,DE,0
3907,89348,26.72,21,0.1013,0.1849,purchase,retail,DE,0
3908,68572,48.71,17,0.1369,0.1595,purchase,retail,DE,0
3909,56732,35.75,10,0.1306,0.5337,purchase,grocery,CN,0
3910,62019,16.06,18,0.1104,0.0271,purchase,electronics,GB,0
3911,43720,13.0,8,0.4276,0.2858,purchase,electronics,DE,0
3912,56674,67.81,14,0.327,0.301,transfer,electronics,DE,0
3913,90997,54.23,16,0.198,0.0768,purchase,travel,US,0
3914,98422,46.51,16,0.1063,0.0355,purchase,travel,DE,0
3915,35193,53.52,15,0.1391,0.0091,withdrawal,crypto,NL,0
3916,10366,25.13,18,0.1304,0.1805,purchase,retail,GB,0
3917,34717,49.72,13,0.007,0.1286,refund,grocery,GB,0
3918,45377,367.87,20,0.1263,0.0411,purchase,travel,NL,0
3919,99335,115.4,7,0.0036,0.3871,refund,travel,FR,0
3920,23674,33.28,10,0.1242,0.4035,purchase,crypto,DE,0
3921,89314,27.25,17,0.142,0.0183,purchase,electronics,DE,0
3922,44441,3.74,9,0.4042,0.06,purchase,travel,NL,0
3923,79044,66.93,10,0.5605,0.5662,purchase,grocery,DE,1
3924,41831,105.47,11,0.2557,0.4645,withdrawal,retail,FR,0
3925,77378,82.98,17,0.0899,0.1859,purchase,gaming,FR,0
3926,14147,26.78,13,0.2202,0.1002,purchase,retail,FR,0
3927,30785,12.59,8,0.0188,0.1857,purchase,electronics,US,0
3928,22810,15.93,8,0.294,0.1647,purchase,grocery,DE,0
3929,80007,62.04,9,0.0797,0.4176,purchase,travel,DE,0
3930,79034,39.41,9,0.3306,0.0028,purchase,grocery,DE,0
3931,18536,76.54,7,0.4437,0.3138,purchase,grocery,DE,0
3932,46480,45.76,18,0.0327,0.4167,purchase,grocery,DE,0
3933,65155,96.71,9,0.0956,0.146,purchase,electronics,DE,0
3934,91873,11.37,3,0.439,0.6392,refund,electronics,DE,1
3935,56308,58.21,17,0.2875,0.6983,purchase,travel,DE,0
3936,99601,86.01,22,0.1261,0.3339,purchase,grocery,DE,0
3937,78168,7.2,10,0.1315,0.0848,purchase,grocery,FR,0
3938,89503,322.25,23,0.8397,0.6725,transfer,crypto,DE,1
3939,97496,14.89,22,0.2915,0.3719,purchase,grocery,CN,0
3940,68361,31.2,8,0.2891,0.2513,purchase,electronics,NL,0
3941,72617,131.21,11,0.6966,0.3081,purchase,electronics,CN,1
3942,60249,106.45,14,0.7043,0.5728,purchase,grocery,US,0
3943,86407,210.28,23,0.3716,0.0284,purchase,grocery,NL,0
3944,76295,156.5,18,0.3437,0.4433,purchase,retail,FR,0
3945,46193,25.28,8,0.011,0.3168,purchase,retail,US,0
3946,10728,8.07,9,0.0598,0.2561,purchase,electronics,GB,0
3947,91286,534.38,9,0.2715,0.2416,purchase,electronics,DE,0
3948,20522,26.64,21,0.0794,0.3074,purchase,grocery,DE,0
3949,83771,525.62,9,0.1221,0.1736,purchase,retail,RU,0
3950,13781,22.68,12,0.3371,0.0024,purchase,electronics,GB,0
3951,72665,254.55,10,0.1541,0.2132,purchase,gaming,FR,0
3952,83050,80.33,10,0.0699,0.212,transfer,travel,NL,0
3953,31207,17.74,11,0.3281,0.3244,purchase,grocery,GB,0
3954,23482,51.8,10,0.0404,0.0575,transfer,grocery,FR,0
3955,72083,75.61,1,0.4931,0.6584,refund,electronics,DE,1
3956,92695,81.91,14,0.0851,0.0161,transfer,gaming,DE,0
3957,31604,35.11,11,0.1651,0.4686,purchase,retail,NL,0
3958,64127,86.69,11,0.0325,0.2896,purchase,retail,DE,0
3959,99571,56.52,1,0.5058,0.6926,transfer,travel,US,1
3960,99656,85.08,12,0.1184,0.1809,purchase,gaming,DE,0
3961,67507,224.84,10,0.2312,0.2751,purchase,grocery,FR,0
3962,75150,41.93,17,0.0277,0.042,transfer,travel,GB,0
3963,52715,15.66,12,0.0552,0.1372,transfer,retail,DE,0
3964,17874,39.83,12,0.325,0.5934,purchase,electronics,DE,0
3965,65659,49.39,8,0.2867,0.3352,purchase,grocery,FR,0
3966,53875,8.63,2,0.5025,0.1816,transfer,grocery,DE,0
3967,31643,205.81,18,0.0768,0.0847,purchase,travel,DE,0
3968,25485,39.16,19,0.7684,0.4852,purchase,gaming,DE,0
3969,85584,63.6,9,0.1492,0.2703,purchase,gaming,GB,0
3970,17239,32.04,10,0.439,0.2601,purchase,retail,NL,0
3971,77785,32.62,10,0.47,0.1816,purchase,retail,DE,0
3972,63779,219.33,15,0.6629,0.6158,purchase,grocery,CN,0
3973,27674,388.52,8,0.4893,0.651,purchase,travel,DE,0
3974,42188,102.58,22,0.0872,0.2418,withdrawal,gaming,FR,0
3975,18751,34.83,17,0.6025,0.2142,purchase,retail,DE,1
3976,50656,38.47,5,0.115,0.1666,purchase,travel,NL,0
3977,63744,539.77,11,0.8581,0.3015,purchase,crypto,US,1
3978,50605,8.65,22,0.1299,0.0064,purchase,electronics,CN,0
3979,59733,75.3,5,0.283,0.211,purchase,travel,US,0
3980,19807,24.3,10,0.1126,0.3602,purchase,grocery,DE,0
3981,48636,31.97,9,0.0632,0.1358,purchase,grocery,FR,0
3982,10477,17.37,9,0.1049,0.1563,purchase,travel,FR,0
3983,78266,45.23,23,0.3212,0.1318,purchase,travel,DE,0
3984,92778,622.3,11,0.1994,0.2613,purchase,grocery,FR,0
3985,12499,93.96,7,0.377,0.2131,transfer,retail,DE,0
3986,41706,89.95,15,0.4571,0.3275,purchase,crypto,US,1
3987,52309,163.74,22,0.4907,0.2705,refund,retail,DE,0
3988,15998,184.71,9,0.3646,0.1562,purchase,retail,DE,0
3989,81235,7.47,5,0.5072,0.5714,purchase,retail,DE,0
3990,43374,15.42,1,0.2517,0.2456,purchase,travel,DE,0
3991,66431,9.14,12,0.3562,0.1001,withdrawal,grocery,NL,0
3992,71090,475.91,20,0.0942,0.4351,transfer,gaming,US,0
3993,52471,23.59,1,0.371,0.4077,transfer,retail,GB,0
3994,59930,28.06,16,0.7115,0.7865,withdrawal,crypto,DE,0
3995,14424,35.37,9,0.4677,0.1491,purchase,grocery,DE,0
3996,35823,16.43,21,0.7872,0.4692,transfer,crypto,NL,1
3997,39772,58.86,8,0.1483,0.365,withdrawal,electronics,DE,0
3998,34491,12.03,16,0.4918,0.2787,withdrawal,retail,GB,0
3999,60104,14.58,16,0.1185,0.3271,purchase,retail,US,0
4000,66715,42.57,13,0.1863,0.1647,purchase,retail,CN,0
4001,64336,117.79,8,0.4697,0.0093,withdrawal,grocery,RU,0
4002,44528,41.61,0,0.0834,0.0594,purchase,grocery,US,0
4003,38780,21.7,16,0.2337,0.1915,purchase,retail,DE,0
4004,64462,116.9,17,0.664,0.1875,purchase,crypto,US,1
4005,88021,269.31,21,0.3181,0.5448,purchase,electronics,NL,1
4006,31657,6.85,14,0.5373,0.362,purchase,gaming,FR,0
4007,19814,609.69,11,0.2499,0.3493,purchase,electronics,US,0
4008,41542,22.75,8,0.4351,0.3854,transfer,retail,US,0
4009,31894,16.03,17,0.15,0.0365,purchase,grocery,DE,0
4010,84936,9.89,5,0.4282,0.5899,purchase,retail,NL,0
4011,86276,12.51,14,0.2753,0.0367,purchase,gaming,DE,0
4012,59921,18.78,15,0.1047,0.2011,purchase,travel,DE,0
4013,45876,34.71,8,0.3079,0.0427,purchase,gaming,DE,0
4014,45386,99.35,18,0.4817,0.8248,refund,grocery,RU,1
4015,33739,15.22,12,0.3524,0.6426,purchase,grocery,CN,0
4016,28763,49.79,12,0.0246,0.6209,transfer,travel,NL,0
4017,58689,34.48,14,0.3657,0.2459,purchase,retail,US,0
4018,64477,281.1,20,0.0848,0.1217,purchase,retail,DE,0
4019,61951,9.99,13,0.5538,0.1975,purchase,travel,DE,0
4020,46357,48.78,5,0.5198,0.1439,purchase,grocery,DE,0
4021,81213,49.3,10,0.0317,0.144,purchase,gaming,FR,0
4022,38967,17.71,14,0.0184,0.1104,purchase,travel,NL,0
4023,74673,46.11,10,0.0377,0.1626,purchase,retail,RU,0
4024,67639,81.79,17,0.183,0.0725,purchase,grocery,DE,0
4025,42507,46.16,8,0.0439,0.249,purchase,retail,GB,0
4026,62953,137.94,7,0.1057,0.1734,purchase,travel,US,0
4027,29355,6.68,8,0.228,0.1547,purchase,retail,DE,0
4028,29179,20.78,19,0.1002,0.1299,purchase,grocery,GB,0
4029,43491,36.36,17,0.4954,0.6616,transfer,crypto,RU,1
4030,79061,148.98,15,0.0696,0.1605,refund,retail,CN,0
4031,80241,92.32,12,0.3239,0.4405,withdrawal,travel,GB,0
4032,79950,67.32,9,0.1347,0.5214,purchase,travel,FR,0
4033,44767,121.3,20,0.2531,0.1426,purchase,retail,NL,0
4034,64862,8.34,19,0.151,0.1961,withdrawal,retail,GB,0
4035,98066,83.62,11,0.2705,0.3612,purchase,retail,GB,0
4036,64754,105.08,16,0.0177,0.0578,purchase,crypto,GB,0
4037,79751,24.29,20,0.5029,0.1754,purchase,gaming,RU,0
4038,36287,397.36,10,0.1083,0.477,withdrawal,grocery,US,0
4039,66608,50.24,10,0.1622,0.0082,purchase,electronics,DE,0
4040,45802,6.59,13,0.1863,0.186,purchase,retail,RU,0
4041,89896,58.8,11,0.0188,0.0699,purchase,retail,GB,0
4042,87270,23.06,17,0.3092,0.1227,purchase,electronics,CN,0
4043,82572,114.46,13,0.2139,0.2285,purchase,gaming,FR,0
4044,85352,67.75,8,0.3118,0.0712,purchase,retail,US,0
4045,58572,25.58,10,0.4628,0.1423,purchase,electronics,RU,0
4046,87470,152.49,15,0.005,0.0501,purchase,retail,US,0
4047,13736,94.49,4,0.136,0.0805,purchase,grocery,GB,0
4048,86986,21.04,10,0.8988,0.4418,purchase,electronics,DE,0
4049,63092,37.37,1,0.0289,0.1793,purchase,grocery,DE,0
4050,85743,65.98,18,0.0002,0.2746,purchase,electronics,GB,0
4051,75898,31.2,7,0.4061,0.1587,purchase,retail,GB,0
4052,52715,32.0,5,0.5785,0.0089,purchase,travel,NL,0
4053,82561,43.87,17,0.0551,0.1953,purchase,electronics,FR,0
4054,41445,17.19,6,0.2239,0.198,purchase,retail,DE,0
4055,51443,6.37,15,0.3323,0.2606,purchase,retail,NL,0
4056,96213,52.11,10,0.225,0.5766,withdrawal,retail,FR,0
4057,59823,7.84,18,0.0957,0.079,purchase,grocery,GB,0
4058,78598,18.28,8,0.8216,0.4501,purchase,retail,DE,0
4059,47733,9.43,6,0.1604,0.2238,purchase,grocery,FR,0
4060,11278,10.47,8,0.0461,0.1477,refund,retail,FR,0
4061,99374,61.09,21,0.0927,0.0032,refund,crypto,FR,0
4062,24077,35.2,18,0.3799,0.1015,purchase,gaming,DE,0
4063,61226,34.14,9,0.3835,0.1562,purchase,grocery,NL,0
4064,71573,13.89,8,0.2269,0.1452,purchase,gaming,DE,0
4065,86858,24.35,7,0.1251,0.2085,transfer,crypto,CN,0
4066,78745,58.56,8,0.0188,0.4874,purchase,travel,NL,0
4067,83256,40.68,8,0.0621,0.083,purchase,grocery,US,0
4068,19856,85.56,19,0.2935,0.3707,purchase,gaming,FR,0
4069,41226,96.58,1,0.4409,0.1732,purchase,retail,DE,0
4070,60680,34.32,19,0.0306,0.2197,purchase,retail,DE,0
4071,85194,8.81,3,0.3233,0.0047,purchase,travel,FR,0
4072,60807,22.35,18,0.04,0.0214,transfer,retail,CN,0
4073,93924,39.13,11,0.2709,0.2409,purchase,retail,CN,0
4074,46624,21.98,5,0.3637,0.2036,purchase,grocery,CN,0
4075,43291,33.4,2,0.5288,0.1677,withdrawal,grocery,US,1
4076,59484,17.35,17,0.2636,0.148,purchase,retail,GB,0
4077,20064,45.12,9,0.2674,0.2599,purchase,electronics,DE,0
4078,14621,335.55,19,0.1491,0.1075,purchase,gaming,GB,0
4079,36895,28.08,16,0.8816,0.0933,purchase,grocery,DE,0
4080,47135,42.42,22,0.0077,0.0588,withdrawal,retail,FR,0
4081,44473,13.94,18,0.775,0.3234,purchase,retail,FR,0
4082,25510,122.35,9,0.1575,0.059,purchase,travel,DE,0
4083,85751,89.44,11,0.3407,0.5146,purchase,retail,DE,0
4084,65350,84.34,15,0.476,0.4093,purchase,grocery,DE,0
4085,49881,35.82,10,0.3667,0.1537,purchase,electronics,DE,1
4086,59629,135.07,10,0.6057,0.3507,purchase,retail,FR,0
4087,70105,29.57,13,0.0867,0.3048,withdrawal,grocery,NL,0
4088,10296,32.88,9,0.4604,0.1132,refund,gaming,US,0
4089,92012,363.43,9,0.4498,0.8268,refund,gaming,NL,1
4090,96467,902.43,15,0.2149,0.1497,purchase,gaming,DE,0
4091,21462,72.81,10,0.1155,0.0373,purchase,retail,DE,0
4092,46146,6.45,4,0.4473,0.0201,purchase,retail,GB,0
4093,85456,62.59,22,0.0836,0.1862,purchase,electronics,GB,0
4094,29997,25.93,18,0.2242,0.2435,purchase,retail,DE,0
4095,56901,280.1,9,0.0472,0.5123,refund,grocery,GB,0
4096,54643,60.16,7,0.1098,0.0211,purchase,travel,FR,0
4097,74703,9.68,16,0.2229,0.1819,purchase,grocery,DE,0
4098,65009,53.44,8,0.0543,0.0458,purchase,grocery,NL,0
4099,15894,50.86,14,0.1455,0.1136,transfer,grocery,DE,0
4100,95341,57.91,17,0.1528,0.1739,transfer,retail,FR,0
4101,85516,69.35,9,0.1206,0.2101,purchase,grocery,FR,0
4102,95279,151.65,9,0.0269,0.0714,purchase,electronics,DE,0
4103,15434,60.45,5,0.6914,0.4101,purchase,electronics,DE,0
4104,74910,153.27,10,0.1135,0.2046,purchase,travel,US,0
4105,52155,112.82,14,0.1372,0.1435,purchase,retail,FR,0
4106,77641,286.1,7,0.1528,0.0755,transfer,grocery,DE,0
4107,43747,92.56,21,0.1823,0.0899,purchase,travel,FR,0
4108,41814,50.67,16,0.0276,0.1343,purchase,grocery,DE,0
4109,50724,61.41,8,0.4899,0.1302,purchase,retail,NL,0
4110,39030,52.86,13,0.1795,0.1476,purchase,travel,US,0
4111,92672,43.2,11,0.5288,0.1756,transfer,retail,FR,0
4112,42153,267.84,10,0.1279,0.0728,purchase,crypto,DE,0
4113,36607,22.5,13,0.0674,0.2022,purchase,retail,US,0
4114,44245,113.48,6,0.4189,0.1441,withdrawal,retail,GB,0
4115,35770,202.27,8,0.4485,0.1511,withdrawal,travel,RU,0
4116,63709,12.08,7,0.0946,0.0778,purchase,electronics,GB,0
4117,12823,36.23,8,0.1785,0.0814,purchase,electronics,US,0
4118,56683,26.72,15,0.3384,0.8756,purchase,retail,CN,0
4119,77622,69.47,23,0.1074,0.4273,purchase,grocery,DE,0
4120,41811,45.95,15,0.2412,0.0477,purchase,travel,RU,0
4121,36816,17.84,23,0.2311,0.0549,purchase,electronics,DE,0
4122,79022,148.47,13,0.0144,0.478,transfer,grocery,RU,0
4123,27003,107.41,9,0.2698,0.1019,purchase,retail,GB,0
4124,98263,1261.69,19,0.2539,0.2777,purchase,grocery,GB,0
4125,91546,52.01,5,0.0622,0.1224,purchase,travel,DE,0
4126,58690,41.25,6,0.0046,0.3114,purchase,retail,DE,0
4127,12692,77.33,21,0.3096,0.1316,purchase,gaming,DE,0
4128,41699,26.03,15,0.2392,0.1786,purchase,retail,DE,0
4129,77452,47.49,20,0.2185,0.1613,purchase,retail,CN,0
4130,77802,36.62,7,0.2379,0.5194,purchase,retail,FR,0
4131,12516,12.28,17,0.1873,0.401,purchase,retail,CN,0
4132,26960,47.39,9,0.1439,0.1448,purchase,electronics,NL,0
4133,66584,29.23,10,0.0808,0.0552,purchase,electronics,DE,0
4134,63860,34.6,20,0.1532,0.5785,purchase,retail,DE,0
4135,17130,79.99,12,0.4044,0.6744,transfer,crypto,RU,1
4136,35427,17.38,7,0.3016,0.4684,purchase,crypto,FR,1
4137,46933,57.93,11,0.6768,0.3728,purchase,gaming,DE,0
4138,27019,532.25,15,0.014,0.2526,purchase,travel,FR,0
4139,62186,134.16,19,0.04,0.1304,purchase,grocery,NL,0
4140,57938,227.84,19,0.384,0.1486,purchase,retail,DE,0
4141,68579,22.19,0,0.1985,0.0657,purchase,gaming,FR,0
4142,20662,21.0,7,0.0655,0.14,purchase,travel,RU,0
4143,63729,123.34,15,0.1329,0.7559,withdrawal,travel,DE,1
4144,58655,193.26,20,0.5015,0.2088,purchase,retail,DE,0
4145,68022,160.75,13,0.0177,0.2966,purchase,grocery,FR,0
4146,87741,69.96,12,0.6679,0.4001,purchase,retail,FR,0
4147,86435,97.9,7,0.9672,0.4774,purchase,retail,RU,1
4148,76350,55.83,5,0.1837,0.1017,purchase,retail,DE,0
4149,34101,17.32,1,0.2616,0.6259,purchase,retail,FR,0
4150,67166,127.75,21,0.2151,0.3024,purchase,grocery,DE,0
4151,21870,94.89,12,0.0087,0.1237,transfer,electronics,DE,0
4152,16549,19.77,17,0.4179,0.2447,purchase,travel,GB,0
4153,51831,120.36,8,0.4693,0.0138,refund,travel,GB,0
4154,17894,56.14,9,0.0615,0.1996,purchase,retail,DE,0
4155,64615,37.23,13,0.6235,0.4357,refund,retail,DE,0
4156,83998,55.9,13,0.2671,0.3105,withdrawal,electronics,US,1
4157,30358,57.65,19,0.2312,0.0366,purchase,grocery,RU,0
4158,80804,32.48,7,0.4487,0.2453,transfer,crypto,GB,1
4159,22497,318.51,9,0.2133,0.1089,withdrawal,gaming,CN,0
4160,22969,67.58,10,0.3215,0.3754,withdrawal,travel,DE,0
4161,23052,49.86,13,0.1456,0.0638,purchase,retail,NL,0
4162,53193,192.79,3,0.0706,0.0774,refund,retail,DE,0
4163,46400,7.6,10,0.186,0.1367,purchase,retail,DE,0
4164,96672,66.56,13,0.3583,0.0358,purchase,retail,FR,0
4165,63938,30.95,0,0.0766,0.3899,purchase,travel,DE,0
4166,82211,82.37,14,0.2809,0.076,purchase,retail,DE,0
4167,24785,31.17,22,0.0498,0.1642,transfer,travel,RU,1
4168,50083,64.03,4,0.1075,0.1978,purchase,retail,GB,0
4169,14635,31.64,16,0.187,0.0183,purchase,grocery,DE,0
4170,48049,101.45,17,0.3219,0.2158,purchase,retail,DE,0
4171,51523,50.61,18,0.0493,0.0653,purchase,retail,CN,0
4172,53209,48.87,15,0.0172,0.5712,purchase,crypto,NL,0
4173,98173,240.4,6,0.7297,0.2809,withdrawal,electronics,US,1
4174,12867,37.81,13,0.1781,0.0955,purchase,electronics,DE,0
4175,68995,177.86,9,0.1997,0.339,purchase,electronics,DE,0
4176,67918,23.19,11,0.1587,0.0848,purchase,retail,DE,0
4177,90573,32.32,6,0.1015,0.2992,purchase,crypto,US,0
4178,48860,14.85,16,0.1558,0.1859,transfer,grocery,GB,0
4179,92070,78.86,1,0.2779,0.5893,purchase,retail,FR,0
4180,19954,25.92,11,0.227,0.0779,refund,retail,DE,0
4181,89502,28.52,12,0.0147,0.052,purchase,retail,GB,0
4182,11201,27.4,15,0.0771,0.0939,purchase,retail,US,0
4183,20015,44.85,10,0.1693,0.1399,withdrawal,retail,FR,0
4184,65216,14.69,11,0.0762,0.2126,purchase,retail,DE,0
4185,52557,6.32,13,0.5371,0.596,purchase,retail,GB,0
4186,63507,62.74,20,0.202,0.4576,purchase,retail,DE,0
4187,45720,7.05,15,0.1406,0.1949,purchase,grocery,CN,0
4188,79275,87.88,9,0.4771,0.2788,purchase,gaming,US,0
4189,74883,108.33,18,0.4647,0.5645,purchase,grocery,US,1
4190,20998,159.93,18,0.1308,0.1138,purchase,retail,FR,0
4191,69958,36.98,4,0.0855,0.2308,purchase,electronics,DE,0
4192,15685,128.33,9,0.2273,0.2714,purchase,electronics,CN,0
4193,90794,41.65,6,0.0789,0.1691,purchase,grocery,CN,0
4194,85474,917.56,11,0.0601,0.2515,purchase,grocery,FR,0
4195,27008,28.85,14,0.0041,0.1469,purchase,grocery,DE,0
4196,20391,39.26,13,0.2175,0.0463,purchase,gaming,GB,0
4197,11523,39.73,18,0.223,0.1309,purchase,crypto,DE,0
4198,20829,181.59,13,0.5925,0.6299,purchase,travel,GB,0
4199,82096,67.0,9,0.1622,0.1973,purchase,electronics,DE,0
4200,94559,27.44,13,0.0108,0.0971,purchase,electronics,NL,0
4201,62464,56.24,16,0.299,0.4211,purchase,electronics,CN,0
4202,21081,97.07,12,0.0858,0.2128,purchase,retail,FR,0
4203,55961,39.54,11,0.0719,0.5941,purchase,grocery,CN,0
4204,51374,396.4,13,0.043,0.2653,purchase,retail,GB,0
4205,84879,134.92,15,0.1942,0.2859,transfer,gaming,NL,1
4206,89700,27.39,13,0.4891,0.0972,purchase,electronics,NL,0
4207,69636,99.7,10,0.0854,0.0427,purchase,retail,US,0
4208,33447,108.04,7,0.5305,0.6095,transfer,electronics,CN,1
4209,89711,81.26,19,0.4127,0.1091,purchase,travel,CN,0
4210,50315,23.46,8,0.0156,0.2005,purchase,grocery,US,0
4211,58906,29.64,2,0.4033,0.1532,purchase,retail,CN,0
4212,98038,101.03,16,0.598,0.074,purchase,gaming,DE,0
4213,70863,48.09,18,0.1899,0.2692,purchase,grocery,DE,0
4214,36462,56.68,14,0.1418,0.0434,withdrawal,retail,DE,0
4215,67153,116.9,20,0.5969,0.6495,purchase,gaming,CN,1
4216,78906,44.39,12,0.4312,0.3106,transfer,grocery,RU,0
4217,36006,74.26,22,0.0665,0.1026,withdrawal,retail,CN,0
4218,67228,54.87,22,0.5501,0.4556,purchase,travel,DE,1
4219,99461,54.28,10,0.0616,0.1044,transfer,retail,US,0
4220,74922,284.44,11,0.0223,0.5135,purchase,retail,GB,0
4221,42152,57.79,14,0.1768,0.0472,purchase,crypto,FR,0
4222,43721,70.42,19,0.2037,0.5835,purchase,gaming,CN,1
4223,32388,30.03,11,0.1518,0.1625,purchase,electronics,DE,0
4224,74459,160.68,13,0.2515,0.1441,refund,electronics,NL,0
4225,95779,34.62,22,0.2743,0.1412,purchase,grocery,FR,0
4226,61865,200.51,9,0.106,0.3922,purchase,grocery,FR,0
4227,28000,271.36,7,0.3785,0.0519,purchase,retail,DE,0
4228,88398,92.3,11,0.2425,0.2062,refund,grocery,DE,0
4229,12907,18.67,12,0.153,0.2529,purchase,travel,FR,0
4230,35476,240.05,16,0.1203,0.6671,withdrawal,electronics,CN,0
4231,54230,29.43,21,0.266,0.1076,purchase,electronics,DE,0
4232,17430,258.96,23,0.9361,0.24,purchase,grocery,GB,1
4233,89499,43.6,15,0.0455,0.0963,purchase,electronics,NL,0
4234,39330,91.18,23,0.505,0.2907,purchase,crypto,NL,0
4235,34979,328.28,9,0.2813,0.6401,transfer,electronics,GB,1
4236,77236,7.97,9,0.281,0.4642,purchase,gaming,FR,0
4237,78068,34.76,8,0.6296,0.0434,purchase,retail,DE,0
4238,56271,26.12,9,0.4227,0.1851,purchase,retail,DE,0
4239,53826,50.62,17,0.0539,0.1595,purchase,grocery,FR,0
4240,58037,58.24,8,0.7904,0.9155,purchase,retail,FR,0
4241,59211,39.82,8,0.0322,0.3106,purchase,electronics,DE,0
4242,23526,38.28,11,0.1782,0.2481,purchase,grocery,CN,0
4243,19560,26.82,22,0.62,0.3548,refund,crypto,RU,1
4244,23987,105.15,10,0.1103,0.168,purchase,retail,DE,0
4245,41426,54.94,14,0.0621,0.2858,withdrawal,grocery,DE,0
4246,23679,44.04,19,0.1549,0.6505,purchase,grocery,NL,0
4247,88160,48.22,7,0.1225,0.1526,purchase,grocery,GB,0
4248,50490,70.26,21,0.5741,0.3869,transfer,electronics,DE,1
4249,95551,1473.57,13,0.0747,0.1051,withdrawal,retail,FR,0
4250,58194,49.24,6,0.6423,0.1332,purchase,grocery,DE,0
4251,75639,27.46,8,0.2085,0.0048,purchase,retail,GB,0
4252,94955,8.39,9,0.304,0.2807,purchase,grocery,US,0
4253,12610,76.5,13,0.4541,0.6598,purchase,travel,DE,0
4254,38093,28.59,13,0.0671,0.0559,refund,gaming,NL,0
4255,63178,38.78,14,0.2913,0.5803,purchase,retail,US,0
4256,19145,190.06,19,0.3987,0.4942,transfer,crypto,US,1
4257,10407,511.82,20,0.4518,0.3882,transfer,crypto,GB,1
4258,51252,26.52,18,0.2099,0.312,purchase,crypto,NL,0
4259,25431,57.31,8,0.1895,0.0363,purchase,grocery,DE,0
4260,57873,26.23,16,0.0507,0.2776,purchase,electronics,DE,0
4261,50318,19.54,15,0.0605,0.2629,purchase,travel,GB,0
4262,63560,71.58,5,0.1118,0.228,purchase,electronics,FR,0
4263,61320,136.18,10,0.4291,0.0967,purchase,retail,DE,0
4264,88850,16.59,1,0.1571,0.1099,purchase,retail,DE,0
4265,30065,52.31,6,0.1518,0.0654,purchase,retail,DE,0
4266,48930,8.42,9,0.356,0.0277,purchase,retail,FR,0
4267,84591,12.14,9,0.0504,0.0821,purchase,travel,GB,0
4268,14347,25.78,20,0.0831,0.28,purchase,grocery,FR,0
4269,53693,111.57,20,0.5323,0.4036,purchase,travel,FR,0
4270,90296,21.94,13,0.2876,0.2872,purchase,crypto,DE,0
4271,95244,21.25,16,0.3328,0.2153,purchase,retail,DE,0
4272,46096,43.85,23,0.1082,0.0667,purchase,retail,DE,0
4273,78314,43.88,11,0.6348,0.8492,purchase,retail,FR,0
4274,12021,21.82,12,0.5547,0.1406,purchase,electronics,DE,0
4275,11373,230.05,15,0.2337,0.0716,purchase,retail,FR,0
4276,35846,465.38,18,0.3843,0.3789,purchase,electronics,CN,1
4277,26640,33.93,20,0.2907,0.1844,purchase,grocery,NL,0
4278,50983,46.83,17,0.1291,0.1899,purchase,grocery,US,0
4279,58467,30.22,5,0.0345,0.0558,withdrawal,retail,DE,0
4280,94328,61.8,16,0.1852,0.329,refund,gaming,NL,0
4281,10962,40.21,11,0.2781,0.3702,withdrawal,travel,FR,1
4282,13963,121.48,9,0.173,0.5289,purchase,crypto,US,0
4283,13836,174.88,9,0.2178,0.0471,withdrawal,electronics,CN,0
4284,88614,22.24,13,0.4265,0.2556,purchase,grocery,DE,0
